Band,SZA,VZA,RAA,R_atm
B3,70,20,130,0.047
B3,70,20,140,0.047
B3,70,20,150,0.047
B3,70,20,160,0.046
B3,70,20,170,0.046
B3,70,20,180,0.046
B3,70,30,0,0.077
B3,70,30,10,0.076
B3,70,30,20,0.075
B3,70,30,30,0.073
B3,70,30,40,0.07
B3,70,30,50,0.067
B3,70,30,60,0.063
B3,70,30,70,0.06
B3,70,30,80,0.057
B3,70,30,90,0.055
B3,70,30,100,0.053
B3,70,30,110,0.051
B3,70,30,120,0.051
B3,70,30,130,0.051
B3,70,30,140,0.051
B3,70,30,150,0.051
B3,70,30,160,0.051
B3,70,30,170,0.052
B3,70,30,180,0.052
B3,70,40,0,0.095
B3,70,40,10,0.094
B3,70,40,20,0.092
B3,70,40,30,0.088
B3,70,40,40,0.084
B3,70,40,50,0.079
B3,70,40,60,0.073
B3,70,40,70,0.068
B3,70,40,80,0.064
B3,70,40,90,0.061
B3,70,40,100,0.059
B3,70,40,110,0.057
B3,70,40,120,0.057
B3,70,40,130,0.058
B3,70,40,140,0.059
B3,70,40,150,0.06
B3,70,40,160,0.061
B3,70,40,170,0.062
B3,70,40,180,0.063
B3,70,50,0,0.119
B3,70,50,10,0.118
B3,70,50,20,0.115
B3,70,50,30,0.109
B3,70,50,40,0.103
B3,70,50,50,0.095
B3,70,50,60,0.088
B3,70,50,70,0.081
B3,70,50,80,0.075
B3,70,50,90,0.071
B3,70,50,100,0.068
B3,70,50,110,0.068
B3,70,50,120,0.069
B3,70,50,130,0.071
B3,70,50,140,0.074
B3,70,50,150,0.077
B3,70,50,160,0.079
B3,70,50,170,0.081
B3,70,50,180,0.082
B3,70,60,0,0.155
B3,70,60,10,0.154
B3,70,60,20,0.149
B3,70,60,30,0.141
B3,70,60,40,0.131
B3,70,60,50,0.12
B3,70,60,60,0.11
B3,70,60,70,0.1
B3,70,60,80,0.093
B3,70,60,90,0.088
B3,70,60,100,0.086
B3,70,60,110,0.086
B3,70,60,120,0.089
B3,70,60,130,0.094
B3,70,60,140,0.1
B3,70,60,150,0.105
B3,70,60,160,0.11
B3,70,60,170,0.113
B3,70,60,180,0.114
B3,70,70,0,0.216
B3,70,70,10,0.213
B3,70,70,20,0.206
B3,70,70,30,0.194
B3,70,70,40,0.18
B3,70,70,50,0.164
B3,70,70,60,0.149
B3,70,70,70,0.135
B3,70,70,80,0.125
B3,70,70,90,0.119
B3,70,70,100,0.118
B3,70,70,110,0.121
B3,70,70,120,0.128
B3,70,70,130,0.137
B3,70,70,140,0.148
B3,70,70,150,0.158
B3,70,70,160,0.167
B3,70,70,170,0.172
B3,70,70,180,0.174
B3,70,80,0,0.343
B3,70,80,10,0.339
B3,70,80,20,0.326
B3,70,80,30,0.307
B3,70,80,40,0.284
B3,70,80,50,0.258
B3,70,80,60,0.234
B3,70,80,70,0.213
B3,70,80,80,0.198
B3,70,80,90,0.191
B3,70,80,100,0.192
B3,70,80,110,0.201
B3,70,80,120,0.216
B3,70,80,130,0.235
B3,70,80,140,0.256
B3,70,80,150,0.276
B3,70,80,160,0.293
B3,70,80,170,0.304
B3,70,80,180,0.307
B3,80,0,0,0.072
B3,80,0,10,0.072
B3,80,0,20,0.072
B3,80,0,30,0.072
B3,80,0,40,0.072
B3,80,0,50,0.072
B3,80,0,60,0.072
B3,80,0,70,0.072
B3,80,0,80,0.072
B3,80,0,90,0.072
B3,80,0,100,0.072
B3,80,0,110,0.072
B3,80,0,120,0.072
B3,80,0,130,0.072
B3,80,0,140,0.072
B3,80,0,150,0.072
B3,80,0,160,0.072
B3,80,0,170,0.072
B3,80,0,180,0.072
B3,80,10,0,0.079
B3,80,10,10,0.078
B3,80,10,20,0.078
B3,80,10,30,0.078
B3,80,10,40,0.077
B3,80,10,50,0.076
B3,80,10,60,0.075
B3,80,10,70,0.074
B3,80,10,80,0.074
B3,80,10,90,0.073
B3,80,10,100,0.072
B3,80,10,110,0.072
B3,80,10,120,0.072
B3,80,10,130,0.071
B3,80,10,140,0.071
B3,80,10,150,0.071
B3,80,10,160,0.071
B3,80,10,170,0.071
B3,80,10,180,0.071
B3,80,20,0,0.091
B3,80,20,10,0.091
B3,80,20,20,0.09
B3,80,20,30,0.088
B3,80,20,40,0.087
B3,80,20,50,0.084
B3,80,20,60,0.082
B3,80,20,70,0.08
B3,80,20,80,0.078
B3,80,20,90,0.077
B3,80,20,100,0.075
B3,80,20,110,0.075
B3,80,20,120,0.075
B3,80,20,130,0.075
B3,80,20,140,0.075
B3,80,20,150,0.076
B3,80,20,160,0.076
B3,80,20,170,0.076
B3,80,20,180,0.076
B3,80,30,0,0.111
B3,80,30,10,0.11
B3,80,30,20,0.108
B3,80,30,30,0.105
B3,80,30,40,0.101
B3,80,30,50,0.097
B3,80,30,60,0.093
B3,80,30,70,0.089
B3,80,30,80,0.085
B3,80,30,90,0.083
B3,80,30,100,0.082
B3,80,30,110,0.081
B3,80,30,120,0.082
B3,80,30,130,0.083
B3,80,30,140,0.085
B3,80,30,150,0.086
B3,80,30,160,0.088
B3,80,30,170,0.089
B3,80,30,180,0.089
B3,80,40,0,0.139
B3,80,40,10,0.138
B3,80,40,20,0.134
B3,80,40,30,0.129
B3,80,40,40,0.123
B3,80,40,50,0.115
B3,80,40,60,0.108
B3,80,40,70,0.102
B3,80,40,80,0.097
B3,80,40,90,0.094
B3,80,40,100,0.092
B3,80,40,110,0.093
B3,80,40,120,0.095
B3,80,40,130,0.098
B3,80,40,140,0.102
B3,80,40,150,0.105
B3,80,40,160,0.109
B3,80,40,170,0.111
B3,80,40,180,0.111
B3,80,50,0,0.179
B3,80,50,10,0.177
B3,80,50,20,0.172
B3,80,50,30,0.164
B3,80,50,40,0.154
B3,80,50,50,0.142
B3,80,50,60,0.132
B3,80,50,70,0.122
B3,80,50,80,0.115
B3,80,50,90,0.111
B3,80,50,100,0.109
B3,80,50,110,0.111
B3,80,50,120,0.116
B3,80,50,130,0.122
B3,80,50,140,0.129
B3,80,50,150,0.136
B3,80,50,160,0.142
B3,80,50,170,0.145
B3,80,50,180,0.147
B3,80,60,0,0.239
B3,80,60,10,0.237
B3,80,60,20,0.229
B3,80,60,30,0.216
B3,80,60,40,0.201
B3,80,60,50,0.184
B3,80,60,60,0.168
B3,80,60,70,0.155
B3,80,60,80,0.144
B3,80,60,90,0.139
B3,80,60,100,0.138
B3,80,60,110,0.143
B3,80,60,120,0.151
B3,80,60,130,0.162
B3,80,60,140,0.174
B3,80,60,150,0.186
B3,80,60,160,0.196
B3,80,60,170,0.202
B3,80,60,180,0.204
B3,80,70,0,0.343
B3,80,70,10,0.339
B3,80,70,20,0.326
B3,80,70,30,0.307
B3,80,70,40,0.284
B3,80,70,50,0.258
B3,80,70,60,0.234
B3,80,70,70,0.213
B3,80,70,80,0.198
B3,80,70,90,0.191
B3,80,70,100,0.192
B3,80,70,110,0.201
B3,80,70,120,0.216
B3,80,70,130,0.235
B3,80,70,140,0.256
B3,80,70,150,0.276
B3,80,70,160,0.293
B3,80,70,170,0.304
B3,80,70,180,0.307
B3,80,80,0,0.563
B3,80,80,10,0.556
B3,80,80,20,0.534
B3,80,80,30,0.502
B3,80,80,40,0.461
B3,80,80,50,0.418
B3,80,80,60,0.377
B3,80,80,70,0.343
B3,80,80,80,0.32
B3,80,80,90,0.31
B3,80,80,100,0.315
B3,80,80,110,0.333
B3,80,80,120,0.362
B3,80,80,130,0.399
B3,80,80,140,0.438
B3,80,80,150,0.475
B3,80,80,160,0.506
B3,80,80,170,0.526
B3,80,80,180,0.532
B4,0,0,0,0.018
B4,0,0,10,0.018
B4,0,0,20,0.018
B4,0,0,30,0.018
B4,0,0,40,0.018
B4,0,0,50,0.018
B4,0,0,60,0.018
B4,0,0,70,0.018
B4,0,0,80,0.018
B4,0,0,90,0.018
B4,0,0,100,0.018
B4,0,0,110,0.018
B4,0,0,120,0.018
B4,0,0,130,0.018
B4,0,0,140,0.018
B4,0,0,150,0.018
B4,0,0,160,0.018
B4,0,0,170,0.018
B4,0,0,180,0.018
B4,0,10,0,0.018
B4,0,10,10,0.018
B4,0,10,20,0.018
B4,0,10,30,0.018
B4,0,10,40,0.018
B4,0,10,50,0.018
B4,0,10,60,0.018
B4,0,10,70,0.018
B4,0,10,80,0.018
B4,0,10,90,0.018
B4,0,10,100,0.018
B4,0,10,110,0.018
B4,0,10,120,0.018
B4,0,10,130,0.018
B4,0,10,140,0.018
B4,0,10,150,0.018
B4,0,10,160,0.018
B4,0,10,170,0.018
B4,0,10,180,0.018
B4,0,20,0,0.018
B4,0,20,10,0.018
B4,0,20,20,0.018
B4,0,20,30,0.018
B4,0,20,40,0.018
B4,0,20,50,0.018
B4,0,20,60,0.018
B4,0,20,70,0.018
B4,0,20,80,0.018
B4,0,20,90,0.018
B4,0,20,100,0.018
B4,0,20,110,0.018
B4,0,20,120,0.018
B4,0,20,130,0.018
B4,0,20,140,0.018
B4,0,20,150,0.018
B4,0,20,160,0.018
B4,0,20,170,0.018
B4,0,20,180,0.018
B4,0,30,0,0.018
B4,0,30,10,0.018
B4,0,30,20,0.018
B4,0,30,30,0.018
B4,0,30,40,0.018
B4,0,30,50,0.018
B4,0,30,60,0.018
B4,0,30,70,0.018
B4,0,30,80,0.018
B4,0,30,90,0.018
B4,0,30,100,0.018
B4,0,30,110,0.018
B4,0,30,120,0.018
B4,0,30,130,0.018
B4,0,30,140,0.018
B4,0,30,150,0.018
B4,0,30,160,0.018
B4,0,30,170,0.018
B4,0,30,180,0.018
B4,0,40,0,0.018
B4,0,40,10,0.018
B4,0,40,20,0.018
B4,0,40,30,0.018
B4,0,40,40,0.018
B4,0,40,50,0.018
B4,0,40,60,0.018
B4,0,40,70,0.018
B4,0,40,80,0.018
B4,0,40,90,0.018
B4,0,40,100,0.018
B4,0,40,110,0.018
B4,0,40,120,0.018
B4,0,40,130,0.018
B4,0,40,140,0.018
B4,0,40,150,0.018
B4,0,40,160,0.018
B4,0,40,170,0.018
B4,0,40,180,0.018
B4,0,50,0,0.019
B4,0,50,10,0.019
B4,0,50,20,0.019
B4,0,50,30,0.019
B4,0,50,40,0.019
B4,0,50,50,0.019
B4,0,50,60,0.019
B4,0,50,70,0.019
B4,0,50,80,0.019
B4,0,50,90,0.019
B4,0,50,100,0.019
B4,0,50,110,0.019
B4,0,50,120,0.019
B4,0,50,130,0.019
B4,0,50,140,0.019
B4,0,50,150,0.019
B4,0,50,160,0.019
B4,0,50,170,0.019
B4,0,50,180,0.019
B4,0,60,0,0.022
B4,0,60,10,0.022
B4,0,60,20,0.022
B4,0,60,30,0.022
B4,0,60,40,0.022
B4,0,60,50,0.022
B4,0,60,60,0.022
B4,0,60,70,0.022
B4,0,60,80,0.022
B4,0,60,90,0.022
B4,0,60,100,0.022
B4,0,60,110,0.022
B4,0,60,120,0.022
B4,0,60,130,0.022
B4,0,60,140,0.022
B4,0,60,150,0.022
B4,0,60,160,0.022
B4,0,60,170,0.022
B4,0,60,180,0.022
B4,0,70,0,0.027
B4,0,70,10,0.027
B4,0,70,20,0.027
B4,0,70,30,0.027
B4,0,70,40,0.027
B4,0,70,50,0.027
B4,0,70,60,0.027
B4,0,70,70,0.027
B4,0,70,80,0.027
B4,0,70,90,0.027
B4,0,70,100,0.027
B4,0,70,110,0.027
B4,0,70,120,0.027
B4,0,70,130,0.027
B4,0,70,140,0.027
B4,0,70,150,0.027
B4,0,70,160,0.027
B4,0,70,170,0.027
B4,0,70,180,0.027
B4,0,80,0,0.044
B4,0,80,10,0.044
B4,0,80,20,0.044
B4,0,80,30,0.044
B4,0,80,40,0.044
B4,0,80,50,0.044
B4,0,80,60,0.044
B4,0,80,70,0.044
B4,0,80,80,0.044
B4,0,80,90,0.044
B4,0,80,100,0.044
B4,0,80,110,0.044
B4,0,80,120,0.044
B4,0,80,130,0.044
B4,0,80,140,0.044
B4,0,80,150,0.044
B4,0,80,160,0.044
B4,0,80,170,0.044
B4,0,80,180,0.044
B4,10,0,0,0.018
B4,10,0,10,0.018
B4,10,0,20,0.018
B4,10,0,30,0.018
B4,10,0,40,0.018
B4,10,0,50,0.018
B4,10,0,60,0.018
B4,10,0,70,0.018
B4,10,0,80,0.018
B4,10,0,90,0.018
B4,10,0,100,0.018
B4,10,0,110,0.018
B4,10,0,120,0.018
B4,10,0,130,0.018
B4,10,0,140,0.018
B4,10,0,150,0.018
B4,10,0,160,0.018
B4,10,0,170,0.018
B4,10,0,180,0.018
B4,10,10,0,0.018
B4,10,10,10,0.018
B4,10,10,20,0.018
B4,10,10,30,0.018
B4,10,10,40,0.018
B4,10,10,50,0.018
B4,10,10,60,0.018
B4,10,10,70,0.018
B4,10,10,80,0.018
B4,10,10,90,0.018
B4,10,10,100,0.018
B4,10,10,110,0.018
B4,10,10,120,0.017
B4,10,10,130,0.017
B4,10,10,140,0.017
B4,10,10,150,0.017
B4,10,10,160,0.017
B4,10,10,170,0.017
B4,10,10,180,0.017
B4,10,20,0,0.019
B4,10,20,10,0.019
B4,10,20,20,0.019
B4,10,20,30,0.019
B4,10,20,40,0.019
B4,10,20,50,0.018
B4,10,20,60,0.018
B4,10,20,70,0.018
B4,10,20,80,0.018
B4,10,20,90,0.018
B4,10,20,100,0.018
B4,10,20,110,0.017
B4,10,20,120,0.017
B4,10,20,130,0.017
B4,10,20,140,0.017
B4,10,20,150,0.017
B4,10,20,160,0.017
B4,10,20,170,0.017
B4,10,20,180,0.017
B4,10,30,0,0.019
B4,10,30,10,0.019
B4,10,30,20,0.019
B4,10,30,30,0.019
B4,10,30,40,0.019
B4,10,30,50,0.019
B4,10,30,60,0.019
B4,10,30,70,0.018
B4,10,30,80,0.018
B4,10,30,90,0.018
B4,10,30,100,0.018
B4,10,30,110,0.017
B4,10,30,120,0.017
B4,10,30,130,0.017
B4,10,30,140,0.017
B4,10,30,150,0.017
B4,10,30,160,0.017
B4,10,30,170,0.017
B4,10,30,180,0.016
B4,10,40,0,0.02
B4,10,40,10,0.02
B4,10,40,20,0.02
B4,10,40,30,0.02
B4,10,40,40,0.02
B4,10,40,50,0.02
B4,10,40,60,0.019
B4,10,40,70,0.019
B4,10,40,80,0.019
B4,10,40,90,0.018
B4,10,40,100,0.018
B4,10,40,110,0.018
B4,10,40,120,0.017
B4,10,40,130,0.017
B4,10,40,140,0.017
B4,10,40,150,0.017
B4,10,40,160,0.017
B4,10,40,170,0.017
B4,10,40,180,0.017
B4,10,50,0,0.022
B4,10,50,10,0.022
B4,10,50,20,0.022
B4,10,50,30,0.022
B4,10,50,40,0.021
B4,10,50,50,0.021
B4,10,50,60,0.021
B4,10,50,70,0.02
B4,10,50,80,0.02
B4,10,50,90,0.019
B4,10,50,100,0.019
B4,10,50,110,0.019
B4,10,50,120,0.018
B4,10,50,130,0.018
B4,10,50,140,0.018
B4,10,50,150,0.018
B4,10,50,160,0.018
B4,10,50,170,0.017
B4,10,50,180,0.017
B4,10,60,0,0.025
B4,10,60,10,0.025
B4,10,60,20,0.025
B4,10,60,30,0.024
B4,10,60,40,0.024
B4,10,60,50,0.024
B4,10,60,60,0.023
B4,10,60,70,0.023
B4,10,60,80,0.022
B4,10,60,90,0.022
B4,10,60,100,0.021
B4,10,60,110,0.021
B4,10,60,120,0.021
B4,10,60,130,0.02
B4,10,60,140,0.02
B4,10,60,150,0.02
B4,10,60,160,0.02
B4,10,60,170,0.02
B4,10,60,180,0.02
B4,10,70,0,0.031
B4,10,70,10,0.031
B4,10,70,20,0.031
B4,10,70,30,0.03
B4,10,70,40,0.03
B4,10,70,50,0.03
B4,10,70,60,0.029
B4,10,70,70,0.029
B4,10,70,80,0.028
B4,10,70,90,0.028
B4,10,70,100,0.027
B4,10,70,110,0.027
B4,10,70,120,0.027
B4,10,70,130,0.026
B4,10,70,140,0.026
B4,10,70,150,0.026
B4,10,70,160,0.026
B4,10,70,170,0.026
B4,10,70,180,0.026
B4,10,80,0,0.049
B4,10,80,10,0.048
B4,10,80,20,0.048
B4,10,80,30,0.048
B4,10,80,40,0.048
B4,10,80,50,0.047
B4,10,80,60,0.046
B4,10,80,70,0.046
B4,10,80,80,0.045
B4,10,80,90,0.045
B4,10,80,100,0.045
B4,10,80,110,0.044
B4,10,80,120,0.044
B4,10,80,130,0.044
B4,10,80,140,0.044
B4,10,80,150,0.044
B4,10,80,160,0.044
B4,10,80,170,0.044
B4,10,80,180,0.044
B4,20,0,0,0.018
B4,20,0,10,0.018
B4,20,0,20,0.018
B4,20,0,30,0.018
B4,20,0,40,0.018
B4,20,0,50,0.018
B4,20,0,60,0.018
B4,20,0,70,0.018
B4,20,0,80,0.018
B4,20,0,90,0.018
B4,20,0,100,0.018
B4,20,0,110,0.018
B4,20,0,120,0.018
B4,20,0,130,0.018
B4,20,0,140,0.018
B4,20,0,150,0.018
B4,20,0,160,0.018
B4,20,0,170,0.018
B4,20,0,180,0.018
B4,20,10,0,0.019
B4,20,10,10,0.019
B4,20,10,20,0.019
B4,20,10,30,0.019
B4,20,10,40,0.019
B4,20,10,50,0.018
B4,20,10,60,0.018
B4,20,10,70,0.018
B4,20,10,80,0.018
B4,20,10,90,0.018
B4,20,10,100,0.018
B4,20,10,110,0.017
B4,20,10,120,0.017
B4,20,10,130,0.017
B4,20,10,140,0.017
B4,20,10,150,0.017
B4,20,10,160,0.017
B4,20,10,170,0.017
B4,20,10,180,0.017
B4,20,20,0,0.02
B4,20,20,10,0.02
B4,20,20,20,0.02
B4,20,20,30,0.02
B4,20,20,40,0.019
B4,20,20,50,0.019
B4,20,20,60,0.019
B4,20,20,70,0.019
B4,20,20,80,0.018
B4,20,20,90,0.018
B4,20,20,100,0.017
B4,20,20,110,0.017
B4,20,20,120,0.017
B4,20,20,130,0.017
B4,20,20,140,0.016
B4,20,20,150,0.016
B4,20,20,160,0.016
B4,20,20,170,0.016
B4,20,20,180,0.016
B4,20,30,0,0.021
B4,20,30,10,0.021
B4,20,30,20,0.021
B4,20,30,30,0.021
B4,20,30,40,0.02
B4,20,30,50,0.02
B4,20,30,60,0.02
B4,20,30,70,0.019
B4,20,30,80,0.019
B4,20,30,90,0.018
B4,20,30,100,0.018
B4,20,30,110,0.017
B4,20,30,120,0.017
B4,20,30,130,0.016
B4,20,30,140,0.016
B4,20,30,150,0.016
B4,20,30,160,0.016
B4,20,30,170,0.015
B4,20,30,180,0.015
B4,20,40,0,0.023
B4,20,40,10,0.023
B4,20,40,20,0.023
B4,20,40,30,0.022
B4,20,40,40,0.022
B4,20,40,50,0.021
B4,20,40,60,0.021
B4,20,40,70,0.02
B4,20,40,80,0.019
B4,20,40,90,0.019
B4,20,40,100,0.018
B4,20,40,110,0.017
B4,20,40,120,0.017
B4,20,40,130,0.016
B4,20,40,140,0.016
B4,20,40,150,0.016
B4,20,40,160,0.016
B4,20,40,170,0.016
B4,20,40,180,0.015
B4,20,50,0,0.025
B4,20,50,10,0.025
B4,20,50,20,0.025
B4,20,50,30,0.024
B4,20,50,40,0.024
B4,20,50,50,0.023
B4,20,50,60,0.022
B4,20,50,70,0.021
B4,20,50,80,0.021
B4,20,50,90,0.02
B4,20,50,100,0.019
B4,20,50,110,0.018
B4,20,50,120,0.018
B4,20,50,130,0.017
B4,20,50,140,0.017
B4,20,50,150,0.017
B4,20,50,160,0.017
B4,20,50,170,0.016
B4,20,50,180,0.016
B4,20,60,0,0.029
B4,20,60,10,0.029
B4,20,60,20,0.028
B4,20,60,30,0.028
B4,20,60,40,0.027
B4,20,60,50,0.026
B4,20,60,60,0.025
B4,20,60,70,0.024
B4,20,60,80,0.023
B4,20,60,90,0.023
B4,20,60,100,0.022
B4,20,60,110,0.021
B4,20,60,120,0.021
B4,20,60,130,0.02
B4,20,60,140,0.02
B4,20,60,150,0.02
B4,20,60,160,0.019
B4,20,60,170,0.019
B4,20,60,180,0.019
B4,20,70,0,0.036
B4,20,70,10,0.036
B4,20,70,20,0.036
B4,20,70,30,0.035
B4,20,70,40,0.034
B4,20,70,50,0.033
B4,20,70,60,0.032
B4,20,70,70,0.031
B4,20,70,80,0.03
B4,20,70,90,0.029
B4,20,70,100,0.028
B4,20,70,110,0.027
B4,20,70,120,0.027
B4,20,70,130,0.027
B4,20,70,140,0.026
B4,20,70,150,0.026
B4,20,70,160,0.026
B4,20,70,170,0.026
B4,20,70,180,0.026
B4,20,80,0,0.057
B4,20,80,10,0.056
B4,20,80,20,0.056
B4,20,80,30,0.055
B4,20,80,40,0.053
B4,20,80,50,0.052
B4,20,80,60,0.051
B4,20,80,70,0.049
B4,20,80,80,0.048
B4,20,80,90,0.047
B4,20,80,100,0.046
B4,20,80,110,0.046
B4,20,80,120,0.046
B4,20,80,130,0.046
B4,20,80,140,0.046
B4,20,80,150,0.047
B4,20,80,160,0.047
B4,20,80,170,0.047
B4,20,80,180,0.047
B4,30,0,0,0.018
B4,30,0,10,0.018
B4,30,0,20,0.018
B4,30,0,30,0.018
B4,30,0,40,0.018
B4,30,0,50,0.018
B4,30,0,60,0.018
B4,30,0,70,0.018
B4,30,0,80,0.018
B4,30,0,90,0.018
B4,30,0,100,0.018
B4,30,0,110,0.018
B4,30,0,120,0.018
B4,30,0,130,0.018
B4,30,0,140,0.018
B4,30,0,150,0.018
B4,30,0,160,0.018
B4,30,0,170,0.018
B4,30,0,180,0.018
B4,30,10,0,0.019
B4,30,10,10,0.019
B4,30,10,20,0.019
B4,30,10,30,0.019
B4,30,10,40,0.019
B4,30,10,50,0.019
B4,30,10,60,0.019
B4,30,10,70,0.018
B4,30,10,80,0.018
B4,30,10,90,0.018
B4,30,10,100,0.018
B4,30,10,110,0.017
B4,30,10,120,0.017
B4,30,10,130,0.017
B4,30,10,140,0.017
B4,30,10,150,0.017
B4,30,10,160,0.017
B4,30,10,170,0.017
B4,30,10,180,0.016
B4,30,20,0,0.021
B4,30,20,10,0.021
B4,30,20,20,0.021
B4,30,20,30,0.021
B4,30,20,40,0.02
B4,30,20,50,0.02
B4,30,20,60,0.02
B4,30,20,70,0.019
B4,30,20,80,0.019
B4,30,20,90,0.018
B4,30,20,100,0.018
B4,30,20,110,0.017
B4,30,20,120,0.017
B4,30,20,130,0.016
B4,30,20,140,0.016
B4,30,20,150,0.016
B4,30,20,160,0.016
B4,30,20,170,0.015
B4,30,20,180,0.015
B4,30,30,0,0.023
B4,30,30,10,0.023
B4,30,30,20,0.023
B4,30,30,30,0.023
B4,30,30,40,0.022
B4,30,30,50,0.021
B4,30,30,60,0.021
B4,30,30,70,0.02
B4,30,30,80,0.019
B4,30,30,90,0.018
B4,30,30,100,0.018
B4,30,30,110,0.017
B4,30,30,120,0.016
B4,30,30,130,0.016
B4,30,30,140,0.016
B4,30,30,150,0.015
B4,30,30,160,0.015
B4,30,30,170,0.015
B4,30,30,180,0.015
B4,30,40,0,0.026
B4,30,40,10,0.026
B4,30,40,20,0.025
B4,30,40,30,0.025
B4,30,40,40,0.024
B4,30,40,50,0.023
B4,30,40,60,0.022
B4,30,40,70,0.021
B4,30,40,80,0.02
B4,30,40,90,0.019
B4,30,40,100,0.018
B4,30,40,110,0.017
B4,30,40,120,0.017
B4,30,40,130,0.016
B4,30,40,140,0.016
B4,30,40,150,0.015
B4,30,40,160,0.015
B4,30,40,170,0.015
B4,30,40,180,0.015
B4,30,50,0,0.029
B4,30,50,10,0.029
B4,30,50,20,0.029
B4,30,50,30,0.028
B4,30,50,40,0.027
B4,30,50,50,0.026
B4,30,50,60,0.024
B4,30,50,70,0.023
B4,30,50,80,0.022
B4,30,50,90,0.021
B4,30,50,100,0.02
B4,30,50,110,0.019
B4,30,50,120,0.018
B4,30,50,130,0.018
B4,30,50,140,0.017
B4,30,50,150,0.017
B4,30,50,160,0.017
B4,30,50,170,0.017
B4,30,50,180,0.017
B4,30,60,0,0.034
B4,30,60,10,0.034
B4,30,60,20,0.034
B4,30,60,30,0.033
B4,30,60,40,0.031
B4,30,60,50,0.03
B4,30,60,60,0.028
B4,30,60,70,0.027
B4,30,60,80,0.025
B4,30,60,90,0.024
B4,30,60,100,0.023
B4,30,60,110,0.022
B4,30,60,120,0.021
B4,30,60,130,0.021
B4,30,60,140,0.021
B4,30,60,150,0.02
B4,30,60,160,0.02
B4,30,60,170,0.02
B4,30,60,180,0.02
B4,30,70,0,0.044
B4,30,70,10,0.044
B4,30,70,20,0.043
B4,30,70,30,0.042
B4,30,70,40,0.04
B4,30,70,50,0.038
B4,30,70,60,0.036
B4,30,70,70,0.034
B4,30,70,80,0.032
B4,30,70,90,0.031
B4,30,70,100,0.03
B4,30,70,110,0.029
B4,30,70,120,0.029
B4,30,70,130,0.029
B4,30,70,140,0.029
B4,30,70,150,0.029
B4,30,70,160,0.029
B4,30,70,170,0.029
B4,30,70,180,0.029
B4,30,80,0,0.069
B4,30,80,10,0.068
B4,30,80,20,0.067
B4,30,80,30,0.065
B4,30,80,40,0.063
B4,30,80,50,0.06
B4,30,80,60,0.057
B4,30,80,70,0.055
B4,30,80,80,0.053
B4,30,80,90,0.051
B4,30,80,100,0.05
B4,30,80,110,0.05
B4,30,80,120,0.05
B4,30,80,130,0.051
B4,30,80,140,0.052
B4,30,80,150,0.053
B4,30,80,160,0.054
B4,30,80,170,0.055
B4,30,80,180,0.055
B4,40,0,0,0.018
B4,40,0,10,0.018
B4,40,0,20,0.018
B4,40,0,30,0.018
B4,40,0,40,0.018
B4,40,0,50,0.018
B4,40,0,60,0.018
B4,40,0,70,0.018
B4,40,0,80,0.018
B4,40,0,90,0.018
B4,40,0,100,0.018
B4,40,0,110,0.018
B4,40,0,120,0.018
B4,40,0,130,0.018
B4,40,0,140,0.018
B4,40,0,150,0.018
B4,40,0,160,0.018
B4,40,0,170,0.018
B4,40,0,180,0.018
B4,40,10,0,0.02
B4,40,10,10,0.02
B4,40,10,20,0.02
B4,40,10,30,0.02
B4,40,10,40,0.02
B4,40,10,50,0.02
B4,40,10,60,0.019
B4,40,10,70,0.019
B4,40,10,80,0.019
B4,40,10,90,0.018
B4,40,10,100,0.018
B4,40,10,110,0.018
B4,40,10,120,0.017
B4,40,10,130,0.017
B4,40,10,140,0.017
B4,40,10,150,0.017
B4,40,10,160,0.017
B4,40,10,170,0.017
B4,40,10,180,0.017
B4,40,20,0,0.023
B4,40,20,10,0.023
B4,40,20,20,0.023
B4,40,20,30,0.022
B4,40,20,40,0.022
B4,40,20,50,0.021
B4,40,20,60,0.021
B4,40,20,70,0.02
B4,40,20,80,0.019
B4,40,20,90,0.019
B4,40,20,100,0.018
B4,40,20,110,0.017
B4,40,20,120,0.017
B4,40,20,130,0.016
B4,40,20,140,0.016
B4,40,20,150,0.016
B4,40,20,160,0.016
B4,40,20,170,0.016
B4,40,20,180,0.015
B4,40,30,0,0.026
B4,40,30,10,0.026
B4,40,30,20,0.025
B4,40,30,30,0.025
B4,40,30,40,0.024
B4,40,30,50,0.023
B4,40,30,60,0.022
B4,40,30,70,0.021
B4,40,30,80,0.02
B4,40,30,90,0.019
B4,40,30,100,0.018
B4,40,30,110,0.017
B4,40,30,120,0.017
B4,40,30,130,0.016
B4,40,30,140,0.016
B4,40,30,150,0.015
B4,40,30,160,0.015
B4,40,30,170,0.015
B4,40,30,180,0.015
B4,40,40,0,0.029
B4,40,40,10,0.029
B4,40,40,20,0.029
B4,40,40,30,0.028
B4,40,40,40,0.027
B4,40,40,50,0.026
B4,40,40,60,0.024
B4,40,40,70,0.023
B4,40,40,80,0.022
B4,40,40,90,0.02
B4,40,40,100,0.019
B4,40,40,110,0.018
B4,40,40,120,0.017
B4,40,40,130,0.017
B4,40,40,140,0.016
B4,40,40,150,0.016
B4,40,40,160,0.016
B4,40,40,170,0.016
B4,40,40,180,0.016
B4,40,50,0,0.034
B4,40,50,10,0.034
B4,40,50,20,0.033
B4,40,50,30,0.032
B4,40,50,40,0.031
